,length
35,[2.46715    2.43596222 2.44452084 2.55122301 2.39506775]
36,[2.40268147 2.50926832 2.3737172  2.39182732]
37,[2.4514996  2.38462555 2.36493418 2.43156022]
38,[2.34583029 2.32001525 2.36844972 2.33019699]
39,[2.47120761 2.43592952 2.47138279 2.42937069]
40,[2.53454622 2.91691553 2.42841362 2.37380674 2.41023438 2.72404473]
41,[2.3675464  2.40913845 2.68514671 2.46715    2.45557984]
42,[2.50076576 2.57763257 2.41735135 2.41009674 2.35419326]
43,[2.35140834 2.34417436 2.42055133 2.38982302]
44,"[2.88598372 3.01772539 2.88768759 2.77975601 2.9244474  2.54416707
 2.91691553 2.63397649 2.53428773 2.56657633]"
45,[2.38566701 2.37220293 2.34462622 2.45905559]
46,[2.37338944 2.3899357  2.43228539 2.36508509]
47,[2.42274681 2.36856884 2.40878017 2.34694267]
48,[2.43756743 2.69273957 2.52006461 2.39936238 2.80702684 2.44546123]
49,[2.39506775 2.36286996 2.32746607 2.3457694 ]
50,[2.43187882 2.33555571 2.39472843 2.34842437]
51,[2.42969386 2.37330495 2.29765484 2.36235515]
52,[2.49503665 2.47796607 2.40444355 2.67724961 2.4300004 ]
53,[2.34842437 2.32001525 2.34646363 2.39280753]
54,[2.45905559 2.57443689 2.50284047 2.4512066  2.47796607]
55,[2.39280753 2.42937069 2.41193884 2.41165563]
56,[2.51557758 2.40878017 2.35829567 2.49390026]
57,[2.36508509 2.35107793 2.34101123 2.43534191]
58,[2.405339   2.46242353 2.38494809 2.41741738]
59,[2.40494217 2.41077588 2.63397649 3.03520278 2.35257696 2.36901675]
60,[2.37653728 2.36844972 2.35748633 2.41288196]
61,[2.35419326 2.45554019 2.38859104 2.4037626 ]
62,[2.37870736 2.34101123 2.32123942 2.39950138]
63,[2.35983533 2.46057845 2.43596222 2.35761177]
64,[2.45447985 2.47138279 2.36286996 2.51637629 2.51557758]
65,[2.35761177 2.39472843 2.43592952 2.44904782]
66,[2.44546123 2.68260295 2.75871543 2.49106866 2.38240766 2.34677347]
67,[2.72404473 2.38127119 2.43117946 2.54416707 2.92171792 2.42274681]
68,[2.60112415 2.45593053 2.57763257 2.46741225 2.59808736]
69,[2.42527811 2.40487996 2.39130175 2.50926832]
70,[2.42861055 2.45200927 2.35899936 2.34533594]
71,[2.43228539 2.32746607 2.34312099 2.42969386]
72,[2.37636264 2.570562   2.4514996  2.48809312]
73,"[3.80751764 3.23745062 2.36941279 2.91752552 3.57589572 3.57670287
 2.3800259  4.13584099 3.56227874 2.69273957 3.88668951 2.35979934
 3.25354678 3.32083913 3.41584472 3.7175834  2.43846988]"
74,"[3.11060504 2.39117628 2.77975601 2.37380674 3.18486127 2.46057845
 3.34145179 2.47120761]"
75,[2.38491173 2.34312099 2.38735705 2.37739466]
76,[2.56657633 2.38982302 2.67724961 2.43117946 2.41077588]
77,[2.54749685 2.45557984 2.41023438 2.34843732 2.45447985]
78,[2.55189341 2.48541096 2.42573017 2.42841362 2.42633353]
79,[2.3618554  2.29330375 2.33563751 2.36579959]
80,[2.46635937 2.48035895 2.37220293 2.45306727 2.44030862]
81,"[2.38910053 2.80702684 2.71905425 2.99764834 2.75871543 2.4941456
 2.92037976 2.46635937]"
82,[2.39950138 2.35901884 2.35476042 2.38106955]
83,[2.41303807 2.39130175 2.34580265 2.35140834]
84,[2.3299319  2.40444355 2.41075381 2.3986678 ]
85,[2.35461681 2.35476042 2.38425923 2.34815548]
86,[2.36746862 2.3618554  2.38127119 2.37653728]
87,[2.42633353 2.45200927 2.4792879  2.36746862]
88,[2.40614514 2.44419402 2.36856884 2.43748246 2.45937906]
89,[2.3913888  2.59808736 2.46242353 2.50416421]
90,[2.43826689 2.39862212 2.35899936 2.43187882]
91,[2.38277605 2.39204892 2.35153664 2.37870736]
92,[2.35829567 2.37330495 2.35310282 2.40268147]
93,[2.41075381 2.68514671 2.3735639  2.54749685 2.53454622]
94,[2.41741738 2.35310282 2.48541096 2.41303807]
95,[2.34677347 2.32123942 2.37493747 2.3913888 ]
96,[2.40474672 2.3833376  2.71905425 2.43756743 2.38277605]
97,[2.4411655  2.39936238 2.42079051 2.37636264]
98,"[3.53067066 4.1285899  3.81331133 4.39601316 2.36901675 4.15126858
 4.09016274 3.89707374 3.9196141  4.25055064 2.82834445 4.62620033
 3.47319126 3.81012788 4.11873228 4.36399861 2.41193884 3.89903193
 4.07533784 4.5364207  4.45672022 3.76992381 4.08411809 2.46343324
 4.67602891 2.40614514 3.17173131]"
99,"[2.43156022 2.92037976 2.99378504 2.49106866 2.50076576 2.48035895
 2.60112415]"
