,length
67,[2.35676933 2.35676933 2.35582501 2.33206307]
68,[2.35676933 2.35582501 2.33206307 2.35676933]
69,[2.35676933 2.35676933 2.35582501 2.33206307]
70,[2.35676933 2.33206307 2.35582501 2.35676933]
71,[2.35676933 2.35676933 2.33206307 2.35582501]
72,[2.64610651 2.38499639 2.35582501 2.38499639]
73,[2.38499639 2.35582501 2.38499639 2.64610651]
74,[2.64610651 2.38499639 2.38499639 2.35582501]
75,[2.38499639 2.38499639 2.35582501 2.64610651]
76,[2.38499639 2.64610651 2.38499639 2.35582501]
77,[2.38499639 2.38499639 2.35582501 2.64610651]
78,[2.38499639 2.64610651 2.35582501 2.38499639]
79,[2.38499639 2.35582501 2.38499639 2.64610651]
80,[2.43341897 2.36028015 2.36028015 2.41138787]
81,[2.36028015 2.36028015 2.41138787 2.43341897]
82,[2.43341897 2.36028015 2.41138787 2.36028015]
83,[2.36028015 2.41138787 2.36028015 2.43341897]
84,[2.36028015 2.43341897 2.41138787 2.36028015]
85,[2.36028015 2.41138787 2.36028015 2.43341897]
86,[2.36028015 2.43341897 2.36028015 2.41138787]
87,[2.36028015 2.36028015 2.41138787 2.43341897]
88,[2.41138787 2.33579724 2.4006572  2.4006572 ]
89,[2.4006572  2.4006572  2.41138787 2.33579724]
90,[2.33579724 2.41138787 2.4006572  2.4006572 ]
91,[2.4006572  2.4006572  2.33579724 2.41138787]
92,[2.4006572  2.33579724 2.41138787 2.4006572 ]
93,[2.4006572  2.4006572  2.33579724 2.41138787]
94,[2.4006572  2.41138787 2.33579724 2.4006572 ]
95,[2.4006572  2.4006572  2.41138787 2.33579724]
96,[2.36486393 2.31352497 2.33579724 2.31352497]
97,[2.31352497 2.33579724 2.31352497 2.36486393]
98,[2.36486393 2.31352497 2.31352497 2.33579724]
99,[2.31352497 2.31352497 2.33579724 2.36486393]
100,[2.31352497 2.36486393 2.31352497 2.33579724]
101,[2.31352497 2.31352497 2.33579724 2.36486393]
102,[2.31352497 2.36486393 2.33579724 2.31352497]
103,[2.31352497 2.33579724 2.31352497 2.36486393]
104,[2.33206307 2.33206307 2.33206307 2.33206307]
105,[2.33206307 2.33206307 2.33206307 2.33206307]
